id,status,source
17091690,,BRGA818
17101603,,BRGA818
17101613,,BRGA818
17101635,,BRGA818
17111615,,BRGA818
17111627,,BRGA818
17111628,,BRGA818
17111644,,BRGA818
17111647,,BRGA818
17121607,,BRGA818
17121611,,BRGA818
17121621,,BRGA818
17121651A,,BRGA818
17121651B,,BRGA818
17121651C,,BRGA818
17121657A,,BRGA818
17121657B,,BRGA818
17121663,,BRGA818
18011652,,BRGA818
18021603A,,BRGA818
18021603B,,BRGA818
18021603C,,BRGA818
18021603D,,BRGA818
18021613,,BRGA818
18021646,,BRGA818
18021647,,BRGA818
18031604,,BRGA818
18031619,,BRGA818
18031640A,,BRGA818
18031640B,,BRGA818
18031640C,,BRGA818
18031664,,BRGA818
18051616,,BRGA818
18051646A,,BRGA818
18051646B,,BRGA818
18051646C,,BRGA818
18061617,,BRGA818
18061636A,,BRGA818
18061636B,,BRGA818
18061644A,,BRGA818
18061644B,,BRGA818
18061644C,,BRGA818
18061661,,BRGA818
18061662,,BRGA818
18071624,,BRGA818
18071686,,BRGA818
18081618,,BRGA818
18081639A,,BRGA818
18081639B,,BRGA818
18081662,,BRGA818
18091601A,,BRGA818
18091601B,,BRGA818
18091610,,BRGA818
18091629,,BRGA818
18091643A,,BRGA818
18091643B,,BRGA818
18101604A,,BRGA818
18101604B,,BRGA818
18101665,,BRGA818
18101666,,BRGA818
18101675,,BRGA818
18101690,,BRGA818
18111609,,BRGA818
18111661,,BRGA818
19011617,,BRGA818
19011632,,BRGA818
19031694,,BRGA818
19041613,,BRGA818
19051611A,,BRGA818
19051611B,,BRGA818
19051683,,BRGA818
19061603,,BRGA818
19061644,,BRGA818
19061645A,,BRGA818
19061645B,,BRGA818
19061668,,BRGA818
19081613,,BRGA818
19081625,,BRGA818
19091600,,BRGA818
19091601,,BRGA818
19091673,,BRGA818
19111612,,BRGA818
19111624,,BRGA818
19111673,,BRGA818
19121670,,BRGA818
20011617,,BRGA818
20011638,,BRGA818
20011673,,BRGA818
20021601A,,BRGA818
20021601B,,BRGA818
20021613,,BRGA818
20021619A,,BRGA818
20021619B,,BRGA818
20021625,,BRGA818
20021642A,,BRGA818
20021642B,,BRGA818
20021672,,BRGA818
20021689,,BRGA818
20031607A,,BRGA818
20031607B,,BRGA818
20031640A,,BRGA818
20031640B,,BRGA818
20031640C,,BRGA818
20041648,,BRGA818
20041683,,BRGA818
20051612,,BRGA818
20051663A,,BRGA818
20051663B,,BRGA818
20061606A,,BRGA818
20061606B,,BRGA818
20061611A,,BRGA818
20061611B,,BRGA818
20061620A,,BRGA818
20061620B,,BRGA818
20061626A,,BRGA818
20061626B,,BRGA818
20061661,,BRGA818
20061683,,BRGA818
20071624,,BRGA818
20071632,,BRGA818
20071665,,BRGA818
20081613,,BRGA818
20081615,,BRGA818
20081624,,BRGA818
20091604,,BRGA818
20101609,,BRGA818
20101637,,BRGA818
20111612,,BRGA818
20111646A,,BRGA818
20111646B,,BRGA818
20111689,,BRGA818
20121601,,BRGA818
20121608,,BRGA818
20121651,,BRGA818
21011614,,BRGA818
21011616,,BRGA818
21011636,,BRGA818
21021613,,BRGA818
21031607,,BRGA818
21031638,,BRGA818
21031643,,BRGA818
21041610,,BRGA818
21041649A,,BRGA818
21041649B,,BRGA818
21041649C,,BRGA818
21061611,,BRGA818
21061612,,BRGA818
21061622,,BRGA818
21061628,,BRGA818
21061640,,BRGA818
21061644,,BRGA818
21061668,,BRGA818
21061682,,BRGA818
21081631,,BRGA818
21091626A,,BRGA818
21091626B,,BRGA818
21101607,,BRGA818
21101623,,BRGA818
21101630,,BRGA818
21101635,,BRGA818
21111604,,BRGA818
21111623,,BRGA818
21111647,,BRGA818
21121630,,BRGA818
22011602,,BRGA818
22011626,,BRGA818
22021600,,BRGA818
22021614,,BRGA818
22021634,,BRGA818
22021638A,,BRGA818
22021638B,,BRGA818
22031611,,BRGA818
22031662,,BRGA818
22041621,,BRGA818
22051618,,BRGA818
22051626,,BRGA818
22051676,,BRGA818
22061609,,BRGA818
22061611,,BRGA818
22061619,,BRGA818
22061628A,,BRGA818
22061628B,,BRGA818
22061645,,BRGA818
22061666,,BRGA818
22061668,,BRGA818
22061676,,BRGA818
22061685,,BRGA818
22071606A,,BRGA818
22071606B,,BRGA818
22081601,,BRGA818
22081607,,BRGA818
22081644A,,BRGA818
22081644B,,BRGA818
22081644C,,BRGA818
22081644D,,BRGA818
22081676,,BRGA818
22091636,,BRGA818
22091666,,BRGA818
22091673,,BRGA818
22091677,,BRGA818
22101601,,BRGA818
22101610A,,BRGA818
22101610B,,BRGA818
22101643A,,BRGA818
22101643B,,BRGA818
22101666,,BRGA818
22111612,,BRGA818
22111613A,,BRGA818
22111613B,,BRGA818
22111631,,BRGA818
22111665,,BRGA818
22121644,,BRGA818
23011622,,BRGA818
23011694,,BRGA818
23021629,,BRGA818
23031622,,BRGA818
23041693,,BRGA818
23051619,,BRGA818
23061607,,BRGA818
23061612,,BRGA818
23061622,,BRGA818
23061627,,BRGA818
23061648,,BRGA818
23061676,,BRGA818
23071618,,BRGA818
23071663,,BRGA818
23091615,,BRGA818
23101602,,BRGA818
23101614,,BRGA818
23101625A,,BRGA818
23101625B,,BRGA818
23111607,,BRGA818
23111616,,BRGA818
23111626,,BRGA818
23111631,,BRGA818
24011622,,BRGA818
24011641,,BRGA818
24011652,,BRGA818
24021620,,BRGA818
24021622A,,BRGA818
24021622B,,BRGA818
24021622C,,BRGA818
24021645,,BRGA818
24031615,,BRGA818
24041626,,BRGA818
24041663,,BRGA818
24051615,,BRGA818
24051622,,BRGA818
24051638,,BRGA818
24051675,,BRGA818
24061604,,BRGA818
24061632,,BRGA818
24061654A,,BRGA818
24061654B,,BRGA818
24061654C,,BRGA818
24061654D,,BRGA818
24061654E,,BRGA818
24061654F,,BRGA818
24061654G,,BRGA818
24061654H,,BRGA818
24061654I,,BRGA818
24061654J,,BRGA818
24061654K,,BRGA818
24061654L,,BRGA818
24061654M,,BRGA818
24061655A,,BRGA818
24061655B,,BRGA818
24061655C,,BRGA818
24061655D,,BRGA818
24061655E,,BRGA818
24061655F,,BRGA818
24061656A,,BRGA818
24061656B,,BRGA818
24061656C,,BRGA818
24061656D,,BRGA818
24061656E,,BRGA818
24061656F,,BRGA818
24061657A,,BRGA818
24061657B,,BRGA818
24061657C,,BRGA818
24061657D,,BRGA818
24061657E,,BRGA818
24061657F,,BRGA818
24061657G,,BRGA818
24061657H,,BRGA818
24061657I,,BRGA818
24061657J,,BRGA818
24061657K,,BRGA818
24061657L,,BRGA818
24061657M,,BRGA818
24061657N,,BRGA818
24061657O,,BRGA818
24061657P,,BRGA818
24061658A,,BRGA818
24061658B,,BRGA818
24061658C,,BRGA818
24061658D,,BRGA818
24061658E,,BRGA818
24061658F,,BRGA818
24061658G,,BRGA818
24061658H,,BRGA818
24061658I,,BRGA818
24061658J,,BRGA818
24061659A,,BRGA818
24061659B,,BRGA818
24061659C,,BRGA818
24061659D,,BRGA818
24061659E,,BRGA818
24061660A,,BRGA818
24061660B,,BRGA818
24061660C,,BRGA818
24061660D,,BRGA818
24061660E,,BRGA818
24061660F,,BRGA818
24061660G,,BRGA818
24061660H,,BRGA818
24061660I,,BRGA818
24061660J,,BRGA818
24061660K,,BRGA818
24061660L,,BRGA818
24061664,,BRGA818
24061666,,BRGA818
24061692A,,BRGA818
24061692B,,BRGA818
24061692C,,BRGA818
24071631,,BRGA818
24071638,,BRGA818
24071692,,BRGA818
24081631A,,BRGA818
24081631B,,BRGA818
24081678,,BRGA818
24091612,,BRGA818
24091637,,BRGA818
24101616,,BRGA818
24101619,,BRGA818
24101636,,BRGA818
24101670,,BRGA818
24111623A,,BRGA818
24111623B,,BRGA818
25011614,,BRGA818
25011652,,BRGA818
25031643,,BRGA818
25041615A,,BRGA818
25041615B,,BRGA818
25041629,,BRGA818
25041630,,BRGA818
25051611,,BRGA818
25051614,,BRGA818
25051628,,BRGA818
25051640,,BRGA818
25051683,,BRGA818
25061626,,BRGA818
25061663,,BRGA818
25061682A,,BRGA818
25061682B,,BRGA818
25071605,,BRGA818
25071649,,BRGA818
25081602,,BRGA818
25081607,,BRGA818
25081625,,BRGA818
25081666,,BRGA818
25091629,,BRGA818
25101601,,BRGA818
25101640,,BRGA818
26011621,,BRGA818
26021618,,BRGA818
26021668,,BRGA818
26021694,,BRGA818
26031613A,,BRGA818
26031613B,,BRGA818
26031613C,,BRGA818
26031619,,BRGA818
26031654,,BRGA818
26031680,,BRGA818
26041604,,BRGA818
26041657,,BRGA818
26051616,,BRGA818
26051641,,BRGA818
26051650A,,BRGA818
26051650B,,BRGA818
26051662,,BRGA818
26061610,,BRGA818
26061625A,,BRGA818
26061625B,,BRGA818
26071606,,BRGA818
26091629,,BRGA818
26091636,,BRGA818
26091666,,BRGA818
26101665,,BRGA818
26111611A,,BRGA818
26111611B,,BRGA818
26111611C,,BRGA818
26111613A,,BRGA818
26111613B,,BRGA818
26111613C,,BRGA818
27011611,,BRGA818
27011612,,BRGA818
27011657A,,BRGA818
27011657B,,BRGA818
27021617,,BRGA818
27031615,,BRGA818
27041627,,BRGA818
27041661,,BRGA818
27051664,,BRGA818
27061624A,,BRGA818
27061624B,,BRGA818
27061631,,BRGA818
27081610,,BRGA818
27081613,,BRGA818
27091612,,BRGA818
27091622,,BRGA818
27101613,,BRGA818
27101638,,BRGA818
27101649,,BRGA818
27111613,,BRGA818
27121611,,BRGA818
27121613,,BRGA818
28011611,,BRGA818
28011621,,BRGA818
28031610,,BRGA818
28041606,,BRGA818
28041629,,BRGA818
28041676,,BRGA818
28051620A,,BRGA818
28051620B,,BRGA818
28051662,,BRGA818
28051682,,BRGA818
28051683,,BRGA818
28061610,,BRGA818
28061618,,BRGA818
28061628,,BRGA818
28061667,,BRGA818
28071618,,BRGA818
28071675A,,BRGA818
28071675B,,BRGA818
28071675C,,BRGA818
28091613,,BRGA818
28091622,,BRGA818
28091651,,BRGA818
28091670A,,BRGA818
28091670B,,BRGA818
28091673,,BRGA818
28091690A,,BRGA818
28091690B,,BRGA818
28101613,,BRGA818
28101639A,,BRGA818
28101639B,,BRGA818
28111606A,,BRGA818
28111606B,,BRGA818
28111613,,BRGA818
29011636A,,BRGA818
29011636B,,BRGA818
29011651A,,BRGA818
29011651B,,BRGA818
29011651C,,BRGA818
29011651D,,BRGA818
29041604,,BRGA818
29051638,,BRGA818
29051646,,BRGA818
29051677,,BRGA818
29061616,,BRGA818
29061618,,BRGA818
29061625,,BRGA818
29061628,,BRGA818
29061653A,,BRGA818
29061653B,,BRGA818
29061673,,BRGA818
29071624,,BRGA818
29081602,,BRGA818
29081627,,BRGA818
29091651,,BRGA818
29091672,,BRGA818
29091705A,,BRGA818
29091705B,,BRGA818
29101639,,BRGA818
30011600A,,BRGA818
30011600B,,BRGA818
30011610,,BRGA818
30011613,,BRGA818
30011614A,,BRGA818
30011614B,,BRGA818
30011614C,,BRGA818
30011637A,,BRGA818
30011637B,,BRGA818
30031621,,BRGA818
30031662,,BRGA818
30041616,,BRGA818
30041620,,BRGA818
30041626A,,BRGA818
30041626B,,BRGA818
30041629,,BRGA818
30051639,,BRGA818
30061610,,BRGA818
30061631,,BRGA818
30061637A,,BRGA818
30061637B,,BRGA818
30061637C,,BRGA818
30061648A,,BRGA818
30061648B,,BRGA818
30071644,,BRGA818
30081610,,BRGA818
30081623,,BRGA818
30081650A,,BRGA818
30081650B,,BRGA818
30081650C,,BRGA818
30081675,,BRGA818
30091616,,BRGA818
30101602,,BRGA818
30101609,,BRGA818
30101610,,BRGA818
30101631,,BRGA818
30101635,,BRGA818
30111611,,BRGA818
30121626,,BRGA818
31011600A,,BRGA818
31011600B,,BRGA818
31011625,,BRGA818
31011626A,,BRGA818
31011626B,,BRGA818
31011674,,BRGA818
31031623,,BRGA818
31031637A,,BRGA818
31031637B,,BRGA818
31051606,,BRGA818
31051617A,,BRGA818
31051617B,,BRGA818
31051640A,,BRGA818
31051640B,,BRGA818
31051677,,BRGA818
31101626,,BRGA818
