source,source_status,target,target_status,source_entry
Denys Van Alsloot,master,Peter Van der Borcht,master,15011625
Francois Van Niverseel,apprentice,Jan Baptist Van Heil,master,15011644
Francois Tons,master,Nicolaes Van Herp,apprentice,15021607A
Balthasar Bolion,apprentice,Cornelis De Bloyer,master,15021607B
Hendrick De Vries,master,Jan Marco,apprentice,15021608
Jan Cortois,master,Judocus Van Dormael,apprentice,15021663
Johannes De Loes,master,Michiel Fortuyn,apprentice,15021667
Johannes De Loes,master,Michiel Fortuyn,master,15021667
Charles Wautier,master,Jan Baptist Tel,apprentice,15021682A
Charles Wautier,master,Peter Van der Belen,apprentice,15021682B
Bartholomeus Cortois,master,Hendrick Cortois,apprentice,15021682C
Cornelis Kerckjans,apprentice,Jacob Hanebal,master,15031614A
Hendrick De Vries,master,Peter Hendrickx,apprentice,15031614B
Artus Van Laecken,master,Jacques Foucquier,apprentice,15031616
Artus Van Laecken,master,Jacques Foucquier,master,15031616
Antoon Van Opstal,master,Peter Francois Carega,apprentice,15031630
Hans Doms,apprentice,Peter Van Potteloy,master,15051613
Jan Baptist Grondone,master,Peter Van Assche,apprentice,15051618
Louis Cousin,master,Tobias Schoonemans,apprentice,15051663
Nicolaes Schinckels,master,Peter Adriaensen,apprentice,15061644
Jan Wauters,master,Maerten Laerelinckel,apprentice,15061649
Jacques Loots,apprentice,Willem Lauwers,master,15071641
Francisco Martini,apprentice,Gerard Van Hoochstadt,master,15071642
Antoon Daems,apprentice,Carel Alexander Van Geel,master,15071652
Artus De Kemp,master,Francois Reurbis,apprentice,15071666
Gaerue De Hey,apprentice,Peter Bert,master,15081627
Adam Francois Van der Meulen,master,Peter Van der Meulen,apprentice,15081653A
Matthys Van den Steen,master,Philips Reyniers,apprentice,15081653B
Jan De Roy,apprentice,Servaes Coels,master,15091610
Carel De Swert,master,Jan Baptist Noldens,apprentice,15091667
Hans Van der Gucht,apprentice,Jacques Roddaert,master,15101605
Michiel De Bordeaux,master,Pierre Eusache,apprentice,15101610
Jan Claerbodts,apprentice,Lanceloot Lefebure,master,15101615
Fernand Bert,master,Lanceloot Jacobs,apprentice,15101619
Fernand Bert,master,Lanceloot Jacobs,master,15101619
Jacques De Prins,master,Jan Vriendt,apprentice,15101624
Hans Besoete,apprentice,Jan Baptist Grondone,master,15111605
Gillis Claessens,master,Nicolaes Caussens,master,15111613C
Gillis Claessens,apprentice,Philips Van der Elst,master,15111644
Gillis Claessens,master,Jacques Faydherbe,apprentice,15121601
Carsilis Faebiri,apprentice,Jan Mertens,master,15121607
Americus De Vreese,master,Antoon Van Schelle,master,15121613
Americus De Vreese,apprentice,Antoon Van Schelle,master,15121613
Antoon Sallaert,master,Robert Dandelot,apprentice,15121632
Michiel Geeraerts,master,Willem Van den Eynde,apprentice,16011620
Michiel Geeraerts,master,Willem Van den Eynde,master,16011620
Jan De Vos,master,Peter Juwet,apprentice,16011632
Antoon Van Opstal,master,Michiel Coxie,apprentice,16011636
Antoon Van der Meren,master,Philips Vermeulen,apprentice,16021613
Daniel Ficquaert,master,Jan Gotemans,master,16021615
Daniel Ficquaert,apprentice,Jan Gotemans,master,16021615
Jan [b] Raes,master,Michiel Raes,apprentice,16021668
Fernand De Baulx,master,Toussaint De Viennoen,master,16031620A
Fernand De Baulx,apprentice,Toussaint De Viennoen,master,16031620A
Abraham Van der Schriecke,master,Baptist Gilgodt,master,16031620B
Abraham Van der Schriecke,apprentice,Baptist Gilgodt,master,16031620B
Adam Geeraerts,master,Michiel Geeraerts,masters sons,16051609
Dominicus Seghers,master,Herman Lesterbos,apprentice,16051612
Nicolaes Caussens,master,Peter Heldenwiele,apprentice,16051627
David Ringheler,master,Willem Van der Elst,apprentice,16061626
David Ringheler,master,Willem Van der Elst,master,16061626
Peter Snayers,master,Sebastiaen Vranckx,master,16061628
Peter Snayers,apprentice,Sebastiaen Vranckx,master,16061628
Erasmus Crock,master,Floris Van Coudenbergh,apprentice,16061677
Jacob Van der Heyden,master,Judocus Du Prenne,apprentice,16061684
Lucas Achtschellinck,master,Theobald Michau,apprentice,16061686
Christoffel Van Conincxloo,apprentice,Nicolaes Pletinckx,master,16061694
Antoon Van der Meren,master,Nicolaes Marius,apprentice,16071605
Johan Hermans,apprentice,Peter Bert,master,16071626A
Cesar Portiers,apprentice,Francois Mossens,master,16071626B
Jan Baptist Van Boechout,apprentice,Jan Baptist Van Heil,master,16071686
Peter Coppens,master,Peter Meerynen,apprentice,16081613
Jan De Moralis,master,Peter Boerie,apprentice,16081624
Jan De Reyf,apprentice,Lanceloot Volders,master,16081676
Huybrecht Corsyns,apprentice,Philips Reyniers,master,16081681
Lucas Achtschellinck,master,Peter Bedet,apprentice,16091674B
Jan Mertens,master,Thomas De Clerck,apprentice,16101614
Michiel Van Werckhoven,master,Theodoor De le Roist,apprentice,16101615A
Francois Van Obberghen,master,Lenard Wauwermans,master,16101623A
Francois Van Obberghen,apprentice,Lenard Wauwermans,master,16101623A
Goiers Hack,master,Rombout Van Avont,apprentice,16101623B
Goiers Hack,master,Rombout Van Avont,master,16101623B
Jan De Daes,master,Jan Van der Venne,apprentice,16111616A
Jan De Daes,master,Jan Van der Venne,master,16111616A
Francois De Bois,master,Jan De Coster,master,16111616B
Francois De Bois,apprentice,Jan De Coster,master,16111616B
Gerard Van Hoochstadt,master,Michiel De Bordeaux,master,16121609
Gaspar De Craeyer,master,Peter Volckaert,apprentice,16121632
Antoon Van Beveren,master,Jacques Philippe Offhuys,apprentice,16121649
Philips Monnie,apprentice,Philips [b] Sallaert,dean,17011619
Philips Monnie,apprentice,Willem Maheu,master,17011619
Philips [b] Sallaert,dean,Willem Maheu,master,17011619
Andries De Buck,apprentice,Coenraet Geeraerts,master,17011623
 Hubert,apprentice,Nicolaes Caussens,master,17011636A
Jacob De Backer,master,Jan Verheven,apprentice,17011636B
Carel Van den Steen,master,Engel Van den Bosch,apprentice,17021623A
Carel Van den Steen,master,Engel Van den Bosch,master,17021623A
David Ringheler,master,Michiel Ringheler,masters sons,17021623B
Francois Speecaert,apprentice,Jan Van Velthoven,master,17021642A
Jacob Godsvriendt,master,Peter De Backer,apprentice,17021642B
Godfried Van Huynegen,apprentice,Jan Jacobs,master,17021642C
Cornelis Van Eeverenbroot,master,Michiel Van Eeverenbroot,apprentice,17051621A
Michiel Huyez,apprentice,Willem Maheu,master,17051621B
Antoon Sallaert,master,Melchior Sallaert,apprentice,17051621C
Dominicus Seghers,master,Hans Borremans,apprentice,17061605
Bartholomeus Knibbe,apprentice,Gerard Van Hoochstadt,master,17061613
Lenard Wauwermans,master,Severyn De Kegel,apprentice,17061617
Lenard Wauwermans,master,Severyn De Kegel,master,17061617
Ledorxen De Solyen,master,Syllyst Willem Herquyauor,apprentice,17071630
Geleyn Van Ganseuvyck,apprentice,Jan Van der Venne,master,17081617
Albert Kalckruyter,apprentice,Jan Van Velthoven,master,17091626
Jan De Willer,apprentice,Michiel Allaert,master,17091684
George Gerwits,master,Hercules Gerwits,masters sons,17101603
Antoon Sallaert,master,Hans De Sanmore,apprentice,17101613
Francois Van Orley,masters sons,Hieronymus Van Orley,master,17101635
Antoon Nulaert,apprentice,Dominicus Seghers,master,17111615
Hendrick Wauwermans,masters sons,Lenard Wauwermans,master,17111628
Antoon Sallaert,master,Jan Arys,master,17111644
Jacques Faydherbe,master,Louis Le Crohair,apprentice,17111647
Baptist Floris,master,Francois Floris,masters sons,17121607
Fernand De Baulx,apprentice,Toussaint De Viennoen,master,17121611
Cornelis Van Bronckhorst,masters sons,Jan Van Bronckhorst,master,17121621
Peter Van Capenborcht,master,Willem Lenaerts,master,17121651B
Jan Noveliers,dean,Jan Schoreels,dean,17121651C
Jan Noveliers,dean,Michiel Van Eeverenbroot,dean,17121651C
Jan Schoreels,dean,Michiel Van Eeverenbroot,dean,17121651C
Lucas Achtschellinck,master,Peter Van der Borcht,master,17121657A
Lucas Achtschellinck,apprentice,Peter Van der Borcht,master,17121657A
Jacob Van den Dries,master,Jan Van Daele,master,17121657B
Jacob Van den Dries,apprentice,Jan Van Daele,master,17121657B
Antoon Carpentier,apprentice,Peter [b] Van Gindertaelen,master,18011652
Antoon Van der Meren,master,Hans De Grieck,apprentice,18021603A
Abraham Greumens,master,Willem Baetemans,apprentice,18021603B
Louis Van den Pleyne,apprentice,Nicolaes Van Nevele,master,18021603C
Francois Verbelen,master,Jan Verbelen,apprentice,18021603D
Jacques Galle,apprentice,Jan Trippaert,master,18021613
Dominicus Seghers,master,Peter Seghers,masters sons,18021646
Daniel Van Heil,master,Hendrick Finet,master,18021647
Gerard Van Hoochstadt,apprentice,Michiel De Bordeaux,master,18031604
Gaspar De Craeyer,master,Jacques Pezet,apprentice,18031619
Antoon Van den Bossche,master,Steven Stekeldoore,apprentice,18031640A
Antoon Van den Bossche,master,Steven Stekeldoore,master,18031640A
Antoon Van Opstal,master,Jacques Nyts,master,18031640B
Jan Doms,master,Nicolaes Van der Vinne,apprentice,18031640C
Jan Doms,master,Nicolaes Van der Vinne,master,18031640C
Francois Ysenbaut,master,Maerten Laureys,apprentice,18031664
Antoon Van der Meren,master,Willem Governeur,apprentice,18051616
Adam Francois Van der Meulen,apprentice,Peter Snayers,master,18051646A
Daniel Van Heil,master,Gillis De Geldo,apprentice,18051646B
Hendrick Engels,apprentice,Nicolaes Van der Oost,master,18051646C
Johannes Thoomunaers,apprentice,Michiel De Haese,master,18061617
Jan Van Daele,master,Nicolaes Van der Maelen,apprentice,18061644C
Gaspar De Craeyer,master,Thomas Lefebure,apprentice,18061661
Peter Balthasar Du Bael,apprentice,Simon Duchatel,master,18061662
Antoon Van der Meren,master,Godfried Allaert,apprentice,18071624
Antoon Van der Meren,master,Godfried Allaert,master,18071624
Gillis Francois Catiae,apprentice,Maerten De la Court,master,18071686
Jan De Gruyter,apprentice,Jan Noveliers,master,18081618
Erasmus Crock,apprentice,Lenard Nagels,master,18081639A
Antoon Allaert,apprentice,Jan De Paege,master,18081639B
Laurys Van Rossum,apprentice,Matthys Van den Steen,master,18081662
Jacob Hanebal,master,Marcus Antoon Triccot,apprentice,18091601A
Hans Van Overstraeten,apprentice,Hendrick De Clerck,master,18091601B
Cornelis Van Eeverenbroot,apprentice,Gaspar De Craeyer,master,18091610
Nicolaes Caussens,master,Reynier Bernaerts,apprentice,18091629
Jan Steps,apprentice,Leo Van Heil,master,18091643A
Peter Achtschellinck,apprentice,Philips Van der Elst,master,18091643B
Jacques De Vries,master,Philips Matthys,apprentice,18101604A
Jacques De Vries,master,Philips Matthys,master,18101604A
Jacques Van der Borcht,master,Peter Mertens,apprentice,18101604B
Jan Trippaert,master,Nicolaes Janssens,apprentice,18111609
David Ringheler,master,Govard Van Beneden,apprentice,19011617
Jan Doms,master,Nicolaes Van der Vinne,apprentice,19011632
David Noveliers,master,Francois De Gruyter,apprentice,19041613
Du[…] Bauwens,master,Jan Bauwens,apprentice,19051611A
Du[…] Bauwens,master,Jan Bauwens,master,19051611A
Jan Mattheus,master,Nicolaes Tassaert,apprentice,19051611B
Bartholomeus Jacobus Van der Recht,apprentice,Hendrick Van Bronckhorst,master,19051683
Gregorius Refyn,apprentice,Servaes Coels,master,19061603
Charles Hendrickx,apprentice,Jan Van Bronckhorst,master,19061644
Jacques Artois,master,Jan Cornelis De Ridder,apprentice,19061645A
Jan Van Bronckhorst,master,Joris De Loeys,apprentice,19061645B
Michiel Bauwens,apprentice,Philips Reyniers,master,19061668
Dominicus Seghers,master,Nicolaes Van Bellinghen,apprentice,19081613
Jan Soetemans,master,Jan Vaillant,apprentice,19081625
Jan Soetemans,master,Jan Vaillant,master,19081625
Jacob De Vries,master,Raphael Herinckx,apprentice,19111612
Marcus Antone,apprentice,Michiel De Bordeaux,master,19111624
Jan [b] Raes,master,Nicolaes Galle,apprentice,19121670
Lenard Wauwermans,master,Tancredi Isca,apprentice,20011617
Matthys Van den Steen,master,Tobias Mynaert,apprentice,20011638
Ferdinand Colyns,apprentice,Gaspar Van Eyck,master,20011673
Lucas Van Evere,master,Nicolaes Van Evere,masters sons,20021601A
Carel Soeer,apprentice,Jan Collaert,master,20021613
Angelus De Clerck,master,Maerten Governeur,apprentice,20021619A
Angelus De Clerck,master,Willem Maheu,master,20021619B
Angelus De Clerck,apprentice,Willem Maheu,master,20021619B
Jan Doms,master,Michiel Hardies,master,20021625
Jan Doms,apprentice,Michiel Hardies,master,20021625
Gaspar De Craeyer,master,Joos Van Hamme,apprentice,20021642A
Carel Nore,apprentice,Lucas De Kemp,master,20021642B
Hans Seraelst,apprentice,Jan Gotemans,master,20031607A
Francois De Neer,apprentice,Hans Mennens,master,20031607B
Alexander Van Avont,apprentice,Antoon Van Opstal,master,20031640A
Gerard Van Hoochstadt,master,Laurys De Wemer,apprentice,20031640B
Francois De Smedt,apprentice,Peter Van der Plas,master,20031640C
Daniel Van Heil,master,Gerard De Ruel,apprentice,20041648
Francois Tons,master,Francois Vaeyendries,apprentice,20051612
Gillis Claessens,master,Nicolaes Caussens,apprentice,20061606A
Nicolaes Van Nevele,master,Philips De Vadder,apprentice,20061606B
Godfried Rogaerts,masters sons,Simon Rogaerts,master,20061611A
Hercules Gerwits,master,Jan De Pre,apprentice,20061611B
Dominicus Seghers,master,Gelaude Habaert,apprentice,20061620A
Dominicus Seghers,master,Gelaude Habaert,master,20061620A
Hendrick De Vries,master,Joos Van den Winckel,apprentice,20061620B
Michiel De Goir,apprentice,Peter Busset,master,20061626A
Jacob Van der Heyden,master,Jacob Van der Merken,apprentice,20061683
Jan Pennens,apprentice,Willem Van Graenenbroeck,master,20071624
Antoon Sallaert,master,Michiel De Bordeaux,master,20081613
Jan De Kemp,master,Lucas De Kemp,masters sons,20081615
Dominicus Seghers,master,Nicolaes Van Bellinghen,apprentice,20081624
Dominicus Seghers,master,Nicolaes Van Bellinghen,master,20081624
Dominicus Seghers,master,Francois De Godts,master,20091604
Lanceloot Lefebure,master,Michiel Confaelt,apprentice,20101609
Antoon Van Beveren,master,Michiel Filier,apprentice,20101637
Antoon Boot,apprentice,Maximiliaen De Groete,master,20111612
Hieronymus Ballais,apprentice,Peter Van der Borcht,master,20111646A
Leo Van Heil,master,Willem De Kempeneer,apprentice,20111646B
Hendrick Pie,apprentice,Thomas Pins,master,20111689
Peter Lesserbomen,apprentice,Philips Van Bentem,master,20121601
Francois De Backer,master,Maerten Heunis,apprentice,20121608
Jacob Mahi,apprentice,Jan Baptist Van Heil,master,20121651
Jan Mattheus,master,Nicolaes Tassaert,apprentice,21011614
Jan Mattheus,master,Nicolaes Tassaert,master,21011614
Antoon Van Opstal,master,Jan Mattheus,master,21011616
Antoon Van Opstal,apprentice,Jan Mattheus,master,21011616
Gaspar De Craeyer,master,Hendrick Vervoort,apprentice,21011636
Philips Sergos,master,Quinten Symons,apprentice,21021613
Lenard Wauwermans,master,Nicolaes Oroer,apprentice,21031638
Antoon Van Beveren,master,Jan Cornelis,apprentice,21031643
Antoon Britseels,masters sons,Philips Britseels,master,21041649B
Gysbrecht Venus,master,Toussaint De Viennoen,master,21061611
Francois De Brye,apprentice,Jan De Moralis,master,21061612
Adriaen De Broe,apprentice,Coenraet Geeraerts,master,21061628
Peter Meerts,master,Philips Van der Elst,master,21061640
Albert Van Loosvelden,apprentice,Peter De Backer,master,21061644
Peter Coppens,master,Peter Hedoys,apprentice,21081631
Engel Van den Bosch,master,Peter Van Capenborcht,apprentice,21091626A
Bartholomeus Van der Vinne,apprentice,Carel Van den Steen,master,21091626B
Christoffel Sergos,master,Philips Sergos,masters sons,21101607
Gillis Cleysens,apprentice,Philips De Wander,master,21101623
Gillis Cleysens,master,Philips De Wander,master,21101623
Antoon Van Opstal,dean,Jan Van Rillaert,dean,21101635
Antoon Van Opstal,dean,Peter Coppens,dean,21101635
Jan Van Rillaert,dean,Peter Coppens,dean,21101635
Cornelis Van Conincxloo,apprentice,Willem Van Worms,master,21111604
Jan Noveliers,master,Jan Symons,apprentice,21111623
Cornelis Gillis,master,Nicolaes Jacobs,apprentice,21111647
Jan Mattheus,master,Nicolaes Bernaerts,apprentice,21121630
Antoon Mertens,apprentice,Jan Van Rillaert,master,22011626
Gillis Janssens,apprentice,Philips Van Bentem,master,22021600
Antoon Van Opstal,master,Jan Meysens,apprentice,22021634
Antoon Van Opstal,master,Jan Meysens,master,22021634
Bastiaen Van den Ray,apprentice,Willem Piscador,master,22031662
Adam Ditman,master,Hendrick De Vries,master,22041621
Adam Ditman,apprentice,Hendrick De Vries,master,22041621
Melchior Van Geldre,apprentice,Severyn Diertyts,master,22051626
Jan Baptist Van Heil,master,Lambert Sanghers,apprentice,22051676
Joris Storm,master,Lenard Verbruggen,apprentice,22061609
Hans Mennens,master,Louis Van Grimberghen,apprentice,22061611
Jan Trippaert,master,Nicolaes Janssens,apprentice,22061619
Jan Trippaert,master,Nicolaes Janssens,master,22061619
Hans Van Vichel,master,Lenard Wauwermans,master,22061628A
Hans Van Vichel,apprentice,Lenard Wauwermans,master,22061628A
Cornelis Van Eeverenbroot,master,Michiel Van Eeverenbroot,apprentice,22061628B
Cornelis Van Eeverenbroot,master,Michiel Van Eeverenbroot,master,22061628B
David Noveliers,master,Peter Van Gindertaelen,master,22061645
Jan Ringheler,master,Willem Jacobs,apprentice,22061668
Jacob Van Schoens,apprentice,Jacques De Fayter,master,22071606A
Antoon Van Opstal,apprentice,Jan Mattheus,master,22071606B
Michiel Mertens,masters sons,Nicolaes Mertens,master,22081601
Francois Meysens,apprentice,Jan Trippaert,master,22081607
Daniel Van Schoor,master,Jacob Weylinghen,apprentice,22081644A
Peter Busset,master,Thomas De Vos,apprentice,22081644C
Peter Busset,master,Thomas De Vos,apprentice,22081644C
Antoon Sallaert,master,Hendrick Van Leeuw,apprentice,22081644D
Hendrick De Vos,apprentice,Lanceloot Volders,master,22091677
Adriaen Poetterloo,master,Hans Arens,apprentice,22101601
Adriaen De Haever,apprentice,Michiel De Noye,master,22101610A
Augustyn De Boeck,master,Nicolaes Matthys,apprentice,22101610B
Jan Baptist Van Heil,masters sons,Leo Van Heil,master,22101643A
Andries Ingnatius Cosyn,apprentice,Jan Volsom,master,22101666
Hans Van der Gucht,master,Jacques Roddaert,master,22111612
Cornelis Van Eeverenbroot,master,Gaspar De Craeyer,master,22111613A
Gaspar De Craeyer,master,Maerten Reyers,apprentice,22111613B
Hubert De Corbasie,apprentice,Jacob Van Grimberghen,master,22111631
Adriaen Francois Baudewyns,apprentice,Ignatius Van der Stock,master,22111665
Adriaen Francois Baudewyns,master,Ignatius Van der Stock,master,22111665
Antoon Sallaert,master,Jan Baptist Sallaert,master,22121644
Gaspar De Craeyer,master,Philips Garsao,apprentice,23011622
Judocus Lamberto,master,Thomas Van Schilde,apprentice,23011694
Judocus Lamberto,master,Thomas Van Schilde,apprentice,23011694
Gillis Van Blayenbergh,apprentice,Lanceloot Lefebure,master,23031622
Antoon Podevin,apprentice,Matthys Schoevaert,dean,23041693
Antoon Podevin,apprentice,Matthys Schoevaert,master,23041693
Denys Van Alsloot,master,Willem De Moy,apprentice,23051619
Denys Van Alsloot,master,Willem De Moy,master,23051619
Adriaen Van Zinnick,master,Hans Van den Velde,apprentice,23061607
Jan Gotemans,master,Jan Vaillant,apprentice,23061612
Francois Matthysens,master,Gelaude Berne,apprentice,23061622
Antoon Sallaert,master,Robert Dandelot,master,23061648
Gillis Leyniers,master,Willem Van Worms,master,23071618
Gillis Leyniers,apprentice,Willem Van Worms,master,23071618
Jan Cosyn,apprentice,Willem Lenaerts,master,23071663
Godfried Rogaerts,master,Hendrick Heymans,apprentice,23091615
Angelus De Clerck,master,Antoon Warnier,apprentice,23101625A
Philips Van der Elst,master,Servaes Coels,master,23101625B
Philips Van der Elst,apprentice,Servaes Coels,master,23101625B
Adolf Van Nieuwenhuysen,apprentice,Jan Bouillon,master,23111616
Adriaen Van den Broeck,apprentice,Gaspar De Craeyer,master,23111631
Michiel Van Werckhoven,master,Peter Van den Eede,apprentice,24011622
Gabriel Anselmus,apprentice,Peter Van der Borcht,master,24011641
Jan Bastuyne,apprentice,Michiel Benoot,master,24011652
Gelaude Le Francq,apprentice,Michiel De Bordeaux,master,24021620
Antoon Coelemans,apprentice,Hans Goddaert,master,24021622A
Francois Van Boest,apprentice,Lenard Wauwermans,master,24021622B
Jacques Roddaert,master,Jochem Houvaet,apprentice,24021622C
Willem Lesterbos,master,Willem Van der Biest,apprentice,24021645
Blaes Cleirbosch,apprentice,Passchier Luppens,master,24031615
Peter Van Hoeck,master,Tobias Verhaecht,master,24041626
Peter Van Hoeck,apprentice,Tobias Verhaecht,master,24041626
Jan Van Waken,apprentice,Jan [b] Jacobs,master,24041663
Francois Tons,master,Willem Boulengier,apprentice,24051615
Francois Matthysens,masters sons,Jan Mattheus,master,24051622
Jacques Faydherbe,master,Peter Le Gruts,apprentice,24051638
Olivier De Coene,apprentice,Raymandus Ringheler,master,24051675
Hans Van Vichel,apprentice,Lenard Wauwermans,master,24061604
Jan Vaillant,dean,Jan Van Bronckhorst,dean,24061632
Jan Vaillant,dean,Quinten Symons,dean,24061632
Jan Van Bronckhorst,dean,Quinten Symons,dean,24061632
Joos Van den Winckel,master,Peter Van den Winckel,masters sons,24061654B
Francois In den Vyl,master,Francois Van den Bemde,apprentice,24061654F
Engel Van den Bosch,master,Jan Van den Bosch,apprentice,24061654G
Jan Van den Bosch,apprentice,Leo [b] Van Heil,master,24061654H
Leo Van Heil,master,Thomas La Quointe,apprentice,24061654I
Jan Bael,apprentice,Wolfaert Wiedemans,master,24061654J
Jan Baptist Rossinol,apprentice,Maerten ,master,24061654K
Jacques Artois,master,Philips Van Dapels,apprentice,24061654L
Cornelis Van Bronckhorst,master,Willem Van Berghen,apprentice,24061654M
Cornelis Van Bronckhorst,master,Willem Van Berghen,apprentice,24061654M
Antoon Symons,master,Jan Symons,apprentice,24061655C
Jan Volsom,apprentice,Peter [b] Van Gindertaelen,master,24061655D
Antoon Van den Bossche,master,Peter De Backer,apprentice,24061655F
Francois Monnaville,apprentice,Gaspar De Craeyer,master,24061656A
Gillis Van Tilborgh,master,Hieronymus Zeti,apprentice,24061656B
Jan Baptist Van der Bruggen,apprentice,Johannes De Loes,master,24061656C
Leo Van Heil,master,Reynier Meganck,apprentice,24061656D
Francois Toussaint,apprentice,Peter [b] Van Gindertaelen,master,24061656E
Jan Vastenavont,apprentice,Peter Snayers,master,24061656F
Francois De Smedt,apprentice,Jan Jacobs,master,24061657A
Christoffel Massaert,apprentice,Wolfaert Wiedemans,master,24061657B
Jan Baptist Borremans,apprentice,Michiel Sweerts,master,24061657C
Francois Paradis,apprentice,Jan Van Opstal,master,24061657D
Francois Ysenbaut,master,Jan Raes,apprentice,24061657E
Gillis Van Tilborgh,master,Jan La Court,apprentice,24061657F
Jan Van den Broeck,apprentice,Matthys Van den Steen,master,24061657G
Charles Wautier,master,Pierre Viviee,apprentice,24061657H
Simon Duchatel,master,Willem Ruto,apprentice,24061657I
Lanceloot Volders,master,Peter [b] Van Gindertaelen,master,24061657K
Lanceloot Volders,apprentice,Peter [b] Van Gindertaelen,master,24061657K
Gaspar De Craeyer,master,Lenard Uytenhoeven,apprentice,24061658A
Jan De Berge,apprentice,Steven Stekeldoore,master,24061658B
Jacob De Peuter,master,Robert De Longe,apprentice,24061658C
Peter Meerts,master,Peter Van Es,apprentice,24061658D
Jan Baptist Van Heil,master,Peter Kerckhove,apprentice,24061658E
Gillis Van Tilborgh,master,Jan Vinckx,apprentice,24061658F
Peter De Backer,master,Willem Robyns,apprentice,24061658G
Joris Ringheler,master,Peter De Rauw,apprentice,24061659A
Jan Christoffel Lotin,apprentice,Lucas Achtschellinck,master,24061659B
Jacob Francois Tacke,apprentice,Jan Van Opstal,master,24061659C
Francois Coppens,master,Hendrick Engelbert Leroues,apprentice,24061659D
Johannes De Loes,master,Michiel Fortuyn,apprentice,24061659E
Francois Coppens,master,Maximiliaen Van Liewe,apprentice,24061660A
Hendrick Van Bronckhorst,master,Nicolaes Maes,apprentice,24061660B
 Loosvelt,master,Adriaen Hernandus,apprentice,24061660C
Gillis Van Tilborgh,master,Jan Fraeyenborch,apprentice,24061660D
Daniel Van Heil,master,Gillis Van Auwerkerck,apprentice,24061660E
Peter De Backer,master,Peter Eyckens,apprentice,24061660K
Carel Alexander Van Geel,master,Hendrick Wavers,apprentice,24061660L
Jan Raes,dean,Matthys Van den Steen,dean,24061664
Gillis Van Tilborgh,dean,Jan Raes,dean,24061664
Gillis Van Tilborgh,dean,Matthys Van den Steen,dean,24061664
Jan Gillis,dean,Melchior Sallaert,dean,24061666
Francois Ysenbaut,dean,Jan Gillis,dean,24061666
Francois Ysenbaut,dean,Melchior Sallaert,dean,24061666
Adriaen De Caron,apprentice,Jan Van Daele,master,24061692A
Carolus Van Baeckegom,master,Michiel Van Cutsem,apprentice,24061692B
Thomas Pins,master,[NN] Van der Hopstadt,apprentice,24061692C
Mario Tibauti,apprentice,Philips Van der Elst,master,24071638
D[…] Du Paron,apprentice,Jan Van Daele,master,24071692
Nicolaes Letaer,apprentice,Peter Busset,master,24081631A
Hieronymus Vleughaert,apprentice,Willem De Moy,master,24081631B
Michiel Crispiel,master,Philips Crispiel,apprentice,24091612
Francois Floris,master,Michiel Crispiel,master,24091612
Francois Floris,master,Philips Crispiel,apprentice,24091612
Gillis Godtsvriendt,apprentice,Jacob Godsvriendt,master,24091637
Gaspar De Craeyer,master,Jacques Vermegho,apprentice,24101616
David Noveliers,master,Francois Cappelle,apprentice,24101619
Johannes De Loes,master,Judocus Lamberto,apprentice,24101670
Gelaude Sollay,apprentice,Peter Coppens,master,24111623A
Herman Van den Berghen,apprentice,Lanceloot Lefebure,master,24111623B
Brixius Van der Elst,master,Jan Collaert,master,25011614
Brixius Van der Elst,apprentice,Jan Collaert,master,25011614
Gillis Donckerwolck,apprentice,Peter Meerts,master,25011652
Daniel Van Schoor,masters sons,Jacob Van Schoor,master,25031643
Hans Van Overstraeten,master,Jan Van Obberghen,apprentice,25041615A
Coryn Steck,apprentice,Jan Baptist Grondone,master,25041615B
Hendrick Van den Steen,apprentice,Jacques Roddaert,master,25041629
Adriaen Mennens,masters sons,Jan Mennens,master,25041630
Peter Roelemans,master,Willem Maheu,apprentice,25051611
Peter Roelemans,master,Willem Maheu,master,25051611
Carel Van den Steen,master,Engel Van den Bosch,apprentice,25051614
Bernard Van Rampelbergh,master,Michiel De Haese,master,25051628
Bernard Van Rampelbergh,apprentice,Michiel De Haese,master,25051628
Nicolaes Schinckels,master,Philips Van der Elst,master,25051640
Jan Ringheler,master,Peter Formauille,apprentice,25051683
Jan Letart,apprentice,Theodoor Sony,master,25061626
Jan Baptist De Primont,apprentice,Michiel Van Bronckhorst,master,25061663
Adriaen Francois Baudewyns,master,Matthys Schoevaert,apprentice,25061682A
Antoon Van Dormael,apprentice,Jan Van Daele,master,25061682B
Antoon Van der Meren,master,Nicolaes Marius,apprentice,25071605
Antoon Sallaert,master,Jan Van den Steen,apprentice,25071649
Bartholomeus Tonmye,apprentice,Raphael Coxie,master,25081607
Robert Drioul,apprentice,Servaes Coels,master,25081625
Gabriel De Banst,apprentice,Jan Baptist Van Heil,master,25081666
Jacques Van Worms,master,Jan Aerts,apprentice,25091629
Hans Van den Broeck,apprentice,Jacques De Fayter,master,25101601
Arnold Morveau,apprentice,Nicolaes Letaer,master,25101640
Jan Tyo,apprentice,Peter Coppens,master,26011621
Hans Mennens,master,Louis Van Grimberghen,apprentice,26031613A
Matthys Halfhuys,apprentice,Michiel De Haese,master,26031613B
Christoffel Reyniers,apprentice,Hans Mennens,master,26031613C
Gillis Nieuwlandt,apprentice,Michiel Van Werckhoven,master,26031619
Denys Durbry,apprentice,Peter Noveliers,master,26041604
